5.3955078125e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
6.2988281250e-02	1.2207031250e-03	ms
6.5185546875e-02	1.9531250000e-03	ms
6.2011718750e-02	9.7656250000e-04	ms
6.2011718750e-02	9.7656250000e-04	ms
6.6162109375e-02	9.7656250000e-04	ms
6.1035156250e-02	1.9531250000e-03	ms
5.0048828125e-02	9.7656250000e-04	ms
6.2988281250e-02	9.7656250000e-04	ms
6.2011718750e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
5.1025390625e-02	9.7656250000e-04	ms
5.8105468750e-02	1.9531250000e-03	ms
4.8828125000e-02	9.7656250000e-04	ms
6.2011718750e-02	9.7656250000e-04	ms
5.0048828125e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
6.2011718750e-02	9.7656250000e-04	ms
6.2011718750e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
6.2011718750e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
5.2978515625e-02	9.7656250000e-04	ms
5.1025390625e-02	9.7656250000e-04	ms
6.1035156250e-02	9.7656250000e-04	ms
6.1035156250e-02	0.0000000000e+00	ms
6.2011718750e-02	9.7656250000e-04	ms
5.1025390625e-02	0.0000000000e+00	ms
