7.788086e-02	2.299805e-01	1.911621e-01	1.049805e-01	7.038574e-02	6.909180e-02	2.380371e-01	2.089844e-01	1.208496e-01	5.883789e-02	7.714844e-02	(ms)
6.591797e-02	2.189941e-01	1.669922e-01	9.497070e-02	6.970215e-02	6.884766e-02	2.380371e-01	2.141113e-01	1.198730e-01	5.810547e-02	7.714844e-02	(ms)
6.909180e-02	3.278809e-01	2.041016e-01	9.594727e-02	7.011719e-02	6.982422e-02	2.390137e-01	2.080078e-01	1.210938e-01	5.810547e-02	7.690430e-02	(ms)
7.299805e-02	2.500000e-01	1.909180e-01	1.081543e-01	6.818848e-02	8.007812e-02	2.687988e-01	1.879883e-01	1.162109e-01	6.494141e-02	7.397461e-02	(ms)
8.691406e-02	2.790527e-01	1.608887e-01	9.204102e-02	6.479492e-02	6.591797e-02	2.290039e-01	2.119141e-01	1.169434e-01	5.615234e-02	7.421875e-02	(ms)
6.396484e-02	2.199707e-01	1.730957e-01	9.497070e-02	9.489746e-02	1.179199e-01	3.779297e-01	2.841797e-01	1.708984e-01	5.810547e-02	1.230469e-01	(ms)
6.494141e-02	2.548828e-01	1.950684e-01	1.240234e-01	7.011719e-02	1.030273e-01	2.590332e-01	2.019043e-01	1.770020e-01	9.594727e-02	8.300781e-02	(ms)
8.422852e-02	2.968750e-01	1.831055e-01	1.118164e-01	6.450195e-02	8.715820e-02	2.810059e-01	2.299805e-01	1.828613e-01	6.201172e-02	1.030273e-01	(ms)
5.883789e-02	2.219238e-01	1.591797e-01	9.204102e-02	6.711426e-02	7.495117e-02	2.438965e-01	2.131348e-01	1.618652e-01	5.395508e-02	8.203125e-02	(ms)
5.908203e-02	2.419434e-01	1.540527e-01	8.886719e-02	6.472168e-02	7.397461e-02	2.360840e-01	1.950684e-01	1.750488e-01	5.102539e-02	8.081055e-02	(ms)
5.810547e-02	2.248535e-01	1.640625e-01	8.813477e-02	9.650879e-02	7.324219e-02	2.368164e-01	1.950684e-01	1.770020e-01	5.175781e-02	1.049805e-01	(ms)
7.397461e-02	2.639160e-01	1.801758e-01	8.886719e-02	6.718750e-02	9.912109e-02	2.368164e-01	1.960449e-01	2.070312e-01	5.200195e-02	8.007812e-02	(ms)
7.397461e-02	2.622070e-01	2.138672e-01	9.204102e-02	6.569824e-02	7.592773e-02	2.431641e-01	1.999512e-01	1.708984e-01	5.395508e-02	8.398438e-02	(ms)
6.103516e-02	2.150879e-01	1.540527e-01	8.886719e-02	6.679688e-02	7.299805e-02	2.619629e-01	1.950684e-01	1.699219e-01	5.200195e-02	8.007812e-02	(ms)
5.688477e-02	2.050781e-01	1.818848e-01	9.399414e-02	7.380371e-02	1.120605e-01	3.630371e-01	3.020020e-01	2.128906e-01	9.008789e-02	1.149902e-01	(ms)
7.202148e-02	2.590332e-01	2.048340e-01	1.049805e-01	6.708984e-02	7.104492e-02	2.309570e-01	1.901855e-01	1.188965e-01	5.297852e-02	7.812500e-02	(ms)
6.811523e-02	2.409668e-01	1.809082e-01	1.030273e-01	6.770020e-02	1.098633e-01	2.312012e-01	1.899414e-01	1.208496e-01	6.103516e-02	7.812500e-02	(ms)
5.810547e-02	2.109375e-01	1.589355e-01	9.008789e-02	6.721191e-02	7.006836e-02	2.558594e-01	1.899414e-01	1.201172e-01	5.297852e-02	7.788086e-02	(ms)
6.005859e-02	2.248535e-01	1.630859e-01	1.130371e-01	6.770020e-02	8.300781e-02	2.390137e-01	1.889648e-01	1.320801e-01	5.493164e-02	8.203125e-02	(ms)
6.005859e-02	2.170410e-01	1.718750e-01	9.204102e-02	6.669922e-02	7.421875e-02	2.390137e-01	1.967773e-01	1.240234e-01	5.395508e-02	8.203125e-02	(ms)
6.103516e-02	2.211914e-01	1.579590e-01	8.886719e-02	6.760254e-02	7.104492e-02	2.619629e-01	1.901855e-01	1.198730e-01	5.297852e-02	7.812500e-02	(ms)
5.786133e-02	2.102051e-01	1.848145e-01	8.911133e-02	6.740723e-02	7.104492e-02	2.309570e-01	1.889648e-01	1.201172e-01	5.297852e-02	7.788086e-02	(ms)
5.908203e-02	2.299805e-01	1.679688e-01	9.008789e-02	6.501465e-02	7.104492e-02	2.309570e-01	1.889648e-01	1.198730e-01	5.297852e-02	1.030273e-01	(ms)
4.589844e-02	2.770996e-01	2.038574e-01	8.813477e-02	6.728516e-02	7.202148e-02	2.299805e-01	1.889648e-01	1.198730e-01	5.102539e-02	7.812500e-02	(ms)
3.881836e-02	2.431641e-01	1.550293e-01	9.301758e-02	6.628418e-02	7.177734e-02	2.331543e-01	2.119141e-01	1.240234e-01	5.102539e-02	7.812500e-02	(ms)
3.906250e-02	2.319336e-01	1.730957e-01	9.179688e-02	6.770020e-02	7.519531e-02	2.429199e-01	1.879883e-01	1.210938e-01	5.200195e-02	7.885742e-02	(ms)
3.710938e-02	2.248535e-01	1.789551e-01	8.911133e-02	6.809082e-02	7.202148e-02	2.290039e-01	1.879883e-01	1.210938e-01	5.102539e-02	7.788086e-02	(ms)
5.004883e-02	2.910156e-01	1.708984e-01	9.619141e-02	9.030762e-02	8.007812e-02	2.529297e-01	2.238770e-01	3.181152e-01	5.688477e-02	1.379395e-01	(ms)
5.590820e-02	3.271484e-01	2.238770e-01	1.240234e-01	9.809570e-02	1.101074e-01	3.659668e-01	3.073975e+00	1.979980e-01	8.105469e-02	1.311035e-01	(ms)
4.492188e-02	2.768555e-01	1.840820e-01	1.079102e-01	6.530762e-02	7.299805e-02	2.290039e-01	2.670898e-01	1.650391e-01	5.200195e-02	7.885742e-02	(ms)
