7.0051269531e+00	6.4086914062e-01	6.6918945312e-01	4.4799804688e-01	4.7192382812e-01	3.2104492188e-01	5.8886718750e-01	4.8706054688e-01	2.5415039062e-01	2.7099609375e-01	3.8598632812e-01	ms
5.5700683594e+00	4.6289062500e-01	3.4887695312e-01	3.2299804688e-01	3.0004882812e-01	3.7402343750e-01	5.1293945312e-01	5.6616210938e-01	2.6000976562e-01	2.4511718750e-01	3.3398437500e-01	ms
5.3190917969e+00	4.5190429688e-01	3.1591796875e-01	3.0786132812e-01	3.3007812500e-01	3.5205078125e-01	5.2905273438e-01	5.3808593750e-01	2.3388671875e-01	2.4121093750e-01	3.8793945312e-01	ms
5.5478515625e+00	4.8217773438e-01	3.2519531250e-01	3.4619140625e-01	3.2397460938e-01	3.7988281250e-01	5.4785156250e-01	5.8300781250e-01	2.4096679688e-01	2.5390625000e-01	3.5009765625e-01	ms
5.6369628906e+00	4.9291992188e-01	3.3007812500e-01	3.4399414062e-01	3.2104492188e-01	3.6376953125e-01	5.4907226562e-01	6.1010742188e-01	2.5903320312e-01	2.5292968750e-01	3.4594726562e-01	ms
5.6130371094e+00	4.7509765625e-01	3.3203125000e-01	3.3398437500e-01	3.2299804688e-01	3.5205078125e-01	5.6103515625e-01	5.8007812500e-01	2.4584960938e-01	2.5317382812e-01	3.4594726562e-01	ms
5.5668945312e+00	5.1098632812e-01	3.2495117188e-01	3.4497070312e-01	3.2202148438e-01	3.8305664062e-01	5.4711914062e-01	5.7397460938e-01	2.3999023438e-01	2.5512695312e-01	3.4985351562e-01	ms
6.0319824219e+00	5.2709960938e-01	3.2885742188e-01	3.5620117188e-01	3.2812500000e-01	3.5888671875e-01	5.4589843750e-01	6.1010742188e-01	2.5292968750e-01	2.7807617188e-01	3.4692382812e-01	ms
5.5280761719e+00	4.8608398438e-01	3.2495117188e-01	3.5986328125e-01	3.1982421875e-01	3.7719726562e-01	5.8813476562e-01	6.0083007812e-01	2.3999023438e-01	2.5390625000e-01	3.5400390625e-01	ms
5.5700683594e+00	4.8095703125e-01	3.1494140625e-01	4.4384765625e-01	3.2202148438e-01	3.5009765625e-01	5.2416992188e-01	5.8203125000e-01	2.4316406250e-01	2.6391601562e-01	3.3300781250e-01	ms
