1.369629e-01	4.958496e-01	4.479980e-01	3.010254e-01	1.364950e-01	2.329102e-01	7.741699e-01	5.119629e-01	3.400879e-01	1.630859e-01	2.478027e-01	1.989746e-01	2.321777e-01	(ms)
1.359863e-01	4.929199e-01	3.959961e-01	2.800293e-01	1.329142e-01	2.060547e-01	5.529785e-01	4.689941e-01	3.381348e-01	1.630859e-01	2.229004e-01	1.657715e-01	2.451172e-01	(ms)
1.350098e-01	4.919434e-01	3.999023e-01	2.790527e-01	1.325073e-01	2.028809e-01	5.439453e-01	4.521484e-01	3.369141e-01	1.621094e-01	2.229004e-01	1.669922e-01	2.280273e-01	(ms)
1.369629e-01	4.970703e-01	3.930664e-01	2.829590e-01	1.318359e-01	1.989746e-01	5.510254e-01	4.570312e-01	3.378906e-01	1.608887e-01	2.231445e-01	1.750488e-01	2.390137e-01	(ms)
1.359863e-01	5.129395e-01	3.920898e-01	2.819824e-01	1.342367e-01	2.299805e-01	5.590820e-01	4.719238e-01	3.371582e-01	1.621094e-01	2.270508e-01	1.848145e-01	2.399902e-01	(ms)
1.420898e-01	4.938965e-01	3.891602e-01	2.858887e-01	1.363322e-01	1.989746e-01	5.678711e-01	4.931641e-01	3.430176e-01	1.611328e-01	2.238770e-01	1.669922e-01	2.299805e-01	(ms)
1.440430e-01	4.931641e-01	3.947754e-01	2.797852e-01	1.313273e-01	1.989746e-01	5.600586e-01	4.528809e-01	3.461914e-01	1.621094e-01	2.238770e-01	1.669922e-01	2.290039e-01	(ms)
9.890137e-01	6.828613e-01	5.009766e-01	2.790527e-01	1.770833e-01	2.490234e-01	7.961426e-01	7.578125e-01	4.541016e-01	1.601562e-01	4.289551e-01	1.638184e-01	3.381348e-01	(ms)
1.389160e-01	5.180664e-01	3.889160e-01	2.800293e-01	1.311646e-01	2.309570e-01	5.710449e-01	4.609375e-01	3.359375e-01	1.669922e-01	2.299805e-01	1.682129e-01	2.341309e-01	(ms)
1.831055e-01	3.781982e+00	5.278320e-01	3.630371e-01	1.825765e-01	2.661133e-01	1.604980e+00	4.609375e-01	3.591309e-01	2.341309e-01	3.398438e-01	6.909180e-01	3.352051e-01	(ms)
1.857910e-01	8.049316e-01	5.268555e-01	3.720703e-01	1.775106e-01	2.871094e-01	9.069824e-01	6.450195e-01	4.208984e-01	2.280273e-01	3.459473e-01	1.889648e-01	3.210449e-01	(ms)
1.408691e-01	4.951172e-01	3.969727e-01	2.800293e-01	1.300049e-01	2.001953e-01	5.568848e-01	4.509277e-01	3.439941e-01	1.618652e-01	2.221680e-01	1.660156e-01	2.299805e-01	(ms)
1.330566e-01	4.877930e-01	3.891602e-01	2.790527e-01	1.323242e-01	1.989746e-01	5.620117e-01	4.570312e-01	3.459473e-01	1.618652e-01	2.250977e-01	1.660156e-01	2.319336e-01	(ms)
1.340332e-01	4.858398e-01	3.920898e-01	3.200684e-01	1.325684e-01	2.009277e-01	5.551758e-01	4.589844e-01	3.879395e-01	1.618652e-01	2.250977e-01	1.740723e-01	2.619629e-01	(ms)
1.459961e-01	4.980469e-01	4.340820e-01	2.919922e-01	1.454061e-01	2.038574e-01	6.210938e-01	4.560547e-01	3.488770e-01	1.640625e-01	2.260742e-01	1.689453e-01	2.341309e-01	(ms)
1.340332e-01	4.929199e-01	3.859863e-01	2.800293e-01	1.371663e-01	1.979980e-01	5.561523e-01	4.638672e-01	3.400879e-01	1.621094e-01	2.238770e-01	1.757812e-01	2.351074e-01	(ms)
