1.420898e-01	4.799805e-01	4.318848e-01	2.761230e-01	1.356608e-01	2.219238e-01	5.380859e-01	4.609375e-01	3.249512e-01	1.569824e-01	2.160645e-01	1.599121e-01	2.280273e-01	(ms)
1.899414e-01	7.861328e-01	5.659180e-01	3.740234e-01	1.899211e-01	3.059082e-01	8.181152e-01	7.529297e-01	5.019531e-01	2.490234e-01	3.491211e-01	2.570801e-01	3.750000e-01	(ms)
2.060547e-01	6.201172e-01	5.058594e-01	3.581543e-01	1.710002e-01	2.600098e-01	7.409668e-01	5.891113e-01	4.428711e-01	2.067871e-01	2.890625e-01	2.160645e-01	2.971191e-01	(ms)
1.540527e-01	4.750977e-01	3.759766e-01	2.929688e-01	1.301676e-01	1.931152e-01	5.649414e-01	4.360352e-01	3.649902e-01	1.560059e-01	2.238770e-01	1.608887e-01	2.231445e-01	(ms)
1.950684e-01	7.229004e-01	5.749512e-01	3.920898e-01	1.807454e-01	2.819824e-01	7.900391e-01	6.408691e-01	4.841309e-01	2.238770e-01	3.020020e-01	2.460938e-01	3.129883e-01	(ms)
1.989746e-01	7.390137e-01	5.830078e-01	4.379883e-01	1.854045e-01	2.790527e-01	7.810059e-01	6.391602e-01	4.748535e-01	2.280273e-01	3.190918e-01	2.358398e-01	3.239746e-01	(ms)
1.970215e-01	7.409668e-01	5.700684e-01	4.431152e-01	1.779989e-01	4.050293e-01	1.120117e+00	8.728027e-01	4.912109e-01	2.878418e-01	3.229980e-01	3.830566e-01	3.088379e-01	(ms)
1.979980e-01	7.309570e-01	5.759277e-01	4.130859e-01	1.830851e-01	2.800293e-01	7.849121e-01	6.359863e-01	4.790039e-01	2.380371e-01	3.151855e-01	2.629395e-01	3.288574e-01	(ms)
1.960449e-01	7.209473e-01	5.859375e-01	3.911133e-01	1.840007e-01	3.049316e-01	7.919922e-01	6.389160e-01	4.851074e-01	2.229004e-01	3.168945e-01	2.751465e-01	3.830566e-01	(ms)
1.979980e-01	6.909180e-01	5.500488e-01	3.750000e-01	1.663411e-01	2.648926e-01	7.470703e-01	6.020508e-01	4.680176e-01	2.170410e-01	2.839355e-01	2.309570e-01	2.939453e-01	(ms)
2.048340e-01	7.231445e-01	5.769043e-01	4.121094e-01	1.778158e-01	2.800293e-01	7.861328e-01	6.450195e-01	4.748535e-01	2.629395e-01	3.120117e-01	2.329102e-01	3.391113e-01	(ms)
1.391602e-01	5.688477e-01	4.011230e-01	2.900391e-01	1.310018e-01	2.490234e-01	5.361328e-01	4.699707e-01	3.269043e-01	1.608887e-01	2.180176e-01	1.669922e-01	2.238770e-01	(ms)
1.789551e-01	3.728027e+00	5.170898e-01	4.318848e-01	1.834920e-01	2.839355e-01	7.849121e-01	6.269531e-01	4.521484e-01	2.290039e-01	3.459473e-01	2.341309e-01	3.291016e-01	(ms)
1.359863e-01	5.061035e-01	3.930664e-01	2.849121e-01	1.335042e-01	1.989746e-01	5.639648e-01	4.519043e-01	3.430176e-01	1.621094e-01	2.250977e-01	1.669922e-01	2.299805e-01	(ms)
