6.1035156250e-02	2.9296875000e-03	ms
6.0791015625e-02	2.1972656250e-03	ms
6.2988281250e-02	1.9531250000e-03	ms
6.0058593750e-02	2.9296875000e-03	ms
6.1035156250e-02	2.9296875000e-03	ms
6.2011718750e-02	1.9531250000e-03	ms
6.2988281250e-02	1.9531250000e-03	ms
6.3964843750e-02	3.1738281250e-03	ms
6.2011718750e-02	1.9531250000e-03	ms
6.0791015625e-02	2.1972656250e-03	ms
6.0058593750e-02	1.9531250000e-03	ms
6.2988281250e-02	1.9531250000e-03	ms
6.2011718750e-02	2.9296875000e-03	ms
6.5917968750e-02	1.9531250000e-03	ms
6.1035156250e-02	2.9296875000e-03	ms
6.0058593750e-02	1.9531250000e-03	ms
6.2011718750e-02	2.1972656250e-03	ms
6.1035156250e-02	1.9531250000e-03	ms
6.0058593750e-02	2.9296875000e-03	ms
6.4208984375e-02	1.9531250000e-03	ms
6.1035156250e-02	1.9531250000e-03	ms
6.2011718750e-02	1.9531250000e-03	ms
6.3964843750e-02	1.9531250000e-03	ms
6.4941406250e-02	3.1738281250e-03	ms
6.6162109375e-02	2.9296875000e-03	ms
6.3964843750e-02	3.1738281250e-03	ms
6.6162109375e-02	1.9531250000e-03	ms
6.6162109375e-02	1.9531250000e-03	ms
6.2011718750e-02	2.1972656250e-03	ms
6.1035156250e-02	2.9296875000e-03	ms
