1.290039e+00	4.914062e+00	4.177002e+00	2.442871e+00	1.734584e+00	1.827148e+00	5.366943e+00	4.708984e+00	3.082031e+00	1.526123e+00	1.995117e+00	1.726074e+00	2.248779e+00	2.117920e+00	7.548828e-01	(ms)
1.533936e+00	6.167969e+00	5.310059e+00	2.616943e+00	1.488491e+00	2.217041e+00	5.922852e+00	4.611084e+00	3.098877e+00	1.621094e+00	2.974121e+00	1.781982e+00	3.093994e+00	3.099121e+00	1.167969e+00	(ms)
1.745117e+00	6.136963e+00	4.854980e+00	2.748047e+00	1.432059e+00	1.853027e+00	5.561035e+00	4.608887e+00	2.805176e+00	1.699951e+00	1.946777e+00	1.864014e+00	2.252197e+00	2.333008e+00	8.159180e-01	(ms)
1.782959e+00	6.451172e+00	5.038818e+00	2.843994e+00	1.307704e+00	1.874023e+00	5.635010e+00	4.584961e+00	2.790039e+00	1.712158e+00	1.922119e+00	1.920898e+00	2.168945e+00	2.298096e+00	8.178711e-01	(ms)
1.600098e+00	5.989014e+00	4.811035e+00	2.713867e+00	1.390782e+00	1.735107e+00	5.254883e+00	4.498047e+00	2.784912e+00	1.713135e+00	1.923096e+00	5.125000e+00	2.253906e+00	2.093018e+00	7.429199e-01	(ms)
1.437012e+00	6.145020e+00	5.048096e+00	2.827881e+00	1.341989e+00	1.894043e+00	5.440918e+00	4.480957e+00	2.785156e+00	1.779053e+00	1.921875e+00	1.926025e+00	2.163086e+00	2.374023e+00	8.549805e-01	(ms)
2.335205e+00	8.158936e+00	6.387939e+00	3.531982e+00	1.322859e+00	1.785889e+00	5.373047e+00	4.596924e+00	2.784180e+00	2.467041e+00	1.922852e+00	2.793945e+00	2.162109e+00	3.110107e+00	8.330078e-01	(ms)
1.624023e+00	5.951904e+00	4.738037e+00	2.702148e+00	1.289777e+00	1.838135e+00	5.505859e+00	4.595947e+00	2.798096e+00	1.739990e+00	2.012939e+00	1.906006e+00	2.164062e+00	2.320068e+00	7.968750e-01	(ms)
1.845947e+00	6.354004e+00	5.052002e+00	2.864014e+00	1.300276e+00	1.899170e+00	5.762939e+00	4.695068e+00	2.802002e+00	1.774902e+00	1.927002e+00	1.950928e+00	2.168945e+00	2.371094e+00	9.628906e-01	(ms)
1.770020e+00	6.333008e+00	5.000977e+00	2.821045e+00	1.353359e+00	1.905029e+00	5.749023e+00	4.653809e+00	2.832031e+00	1.771973e+00	1.925049e+00	1.895020e+00	2.185059e+00	2.369873e+00	8.500977e-01	(ms)
1.676025e+00	5.994141e+00	4.747803e+00	2.706055e+00	1.295794e+00	1.835938e+00	5.524170e+00	4.534912e+00	2.791016e+00	1.685059e+00	1.923096e+00	1.864990e+00	2.172852e+00	2.286865e+00	7.980957e-01	(ms)
1.678955e+00	6.024170e+00	4.834961e+00	2.732910e+00	1.314645e+00	1.860840e+00	5.531006e+00	4.586182e+00	2.819824e+00	1.734131e+00	2.144043e+00	1.893799e+00	2.247070e+00	2.289062e+00	8.710938e-01	(ms)
1.714111e+00	6.085938e+00	4.861084e+00	2.837891e+00	1.304496e+00	1.882812e+00	5.570068e+00	4.610107e+00	2.825928e+00	1.718018e+00	1.924072e+00	1.882080e+00	2.159912e+00	2.299072e+00	8.110352e-01	(ms)
1.708984e+00	6.145996e+00	5.070068e+00	2.898926e+00	1.309780e+00	1.910889e+00	5.713135e+00	4.678955e+00	2.864014e+00	1.791992e+00	1.918945e+00	1.936035e+00	2.258057e+00	2.369141e+00	8.969727e-01	(ms)
1.633057e+00	6.000000e+00	4.817139e+00	2.784912e+00	1.311436e+00	1.834961e+00	5.489990e+00	4.554199e+00	2.785889e+00	1.708008e+00	1.919922e+00	1.852051e+00	2.162109e+00	2.291992e+00	8.078613e-01	(ms)
1.779053e+00	6.067139e+00	4.879883e+00	2.741943e+00	1.322144e+00	1.885010e+00	5.569092e+00	4.583984e+00	2.788086e+00	1.712158e+00	1.922852e+00	1.890869e+00	2.210205e+00	2.289062e+00	8.168945e-01	(ms)
1.739990e+00	6.257080e+00	4.998047e+00	2.813965e+00	1.320714e+00	1.902100e+00	5.896973e+00	4.637939e+00	2.788086e+00	1.726074e+00	1.921875e+00	1.921875e+00	2.158203e+00	2.312988e+00	8.229980e-01	(ms)
1.764893e+00	6.378174e+00	5.077881e+00	2.895996e+00	1.296701e+00	1.783936e+00	5.446045e+00	4.489990e+00	2.786865e+00	1.780029e+00	1.926025e+00	1.937012e+00	2.158203e+00	2.273926e+00	7.761230e-01	(ms)
1.731934e+00	6.335938e+00	5.000977e+00	2.852051e+00	1.331142e+00	1.956055e+00	5.621094e+00	4.665771e+00	2.870117e+00	1.728027e+00	1.940918e+00	1.916016e+00	2.232178e+00	2.362061e+00	8.068848e-01	(ms)
1.712158e+00	6.208008e+00	5.094971e+00	2.889893e+00	1.311715e+00	1.932129e+00	5.786865e+00	4.726074e+00	2.889160e+00	1.780029e+00	1.953857e+00	2.002930e+00	2.163086e+00	2.375000e+00	8.439941e-01	(ms)
2.303955e+00	6.026123e+00	5.190918e+00	3.513916e+00	1.563285e+00	1.902100e+00	5.490967e+00	5.549072e+00	2.934082e+00	2.468018e+00	1.993896e+00	2.747070e+00	2.447021e+00	3.573975e+00	1.104980e+00	(ms)
1.734863e+00	6.236084e+00	4.796875e+00	2.721924e+00	1.346296e+00	1.844971e+00	8.351807e+00	4.501221e+00	2.794922e+00	1.650879e+00	1.928955e+00	1.843018e+00	2.168945e+00	2.446045e+00	7.961426e-01	(ms)
1.737061e+00	6.424072e+00	5.083008e+00	2.875977e+00	1.309570e+00	1.898926e+00	5.739990e+00	4.635010e+00	2.833008e+00	1.771973e+00	1.919922e+00	1.942871e+00	2.164062e+00	2.376221e+00	8.359375e-01	(ms)
1.746094e+00	6.329834e+00	5.051025e+00	2.864014e+00	1.490653e+00	1.903809e+00	5.770020e+00	4.782959e+00	3.130127e+00	1.768066e+00	1.999023e+00	1.941895e+00	2.392822e+00	2.368164e+00	8.530273e-01	(ms)
1.751953e+00	6.393066e+00	5.068115e+00	2.841797e+00	1.316354e+00	1.925781e+00	5.687012e+00	4.691162e+00	2.788818e+00	1.763184e+00	1.927002e+00	1.942871e+00	2.164062e+00	2.351074e+00	8.500977e-01	(ms)
1.697021e+00	6.113037e+00	4.864990e+00	2.778076e+00	1.285069e+00	1.873047e+00	5.579102e+00	4.617920e+00	2.826904e+00	1.705811e+00	2.229004e+00	1.895996e+00	2.164062e+00	2.291992e+00	8.120117e-01	(ms)
1.770996e+00	6.371094e+00	5.044922e+00	2.833008e+00	1.305001e+00	1.899170e+00	5.693848e+00	4.673096e+00	2.843994e+00	1.774170e+00	1.924072e+00	1.904053e+00	2.162842e+00	2.354004e+00	8.098145e-01	(ms)
1.727051e+00	6.000000e+00	4.758057e+00	2.702881e+00	1.286499e+00	1.850098e+00	5.498779e+00	4.525146e+00	2.785889e+00	1.652100e+00	1.927979e+00	1.861816e+00	2.169189e+00	2.272217e+00	7.958984e-01	(ms)
1.631104e+00	5.918945e+00	4.810059e+00	2.693848e+00	1.302717e+00	1.858154e+00	5.500000e+00	4.531006e+00	2.789795e+00	1.704102e+00	1.921143e+00	1.845947e+00	2.165039e+00	2.284912e+00	8.120117e-01	(ms)
1.742920e+00	6.358887e+00	4.863037e+00	2.809082e+00	1.298584e+00	1.890137e+00	5.727051e+00	4.667969e+00	2.885986e+00	1.789062e+00	1.918945e+00	1.956055e+00	2.171875e+00	2.365967e+00	8.918457e-01	(ms)
